wall_ts,node,hr,spo2,body_temp,env_temp,gas_ppm,rssi_master
1778045169.075486,1,95.38,90.2,37.04,,,-70
1778045169.598042,1,95.38,90.2,37.04,,,-78
1778045170.016054,1,95.38,90.2,37.03,,,-69
1778045170.544908,1,95.38,97.97,37.03,,,-74
1778045171.065325,1,96.61,97.97,36.98,,,-76
1778045171.589493,1,96.61,97.97,36.98,,,-80
1778045172.113166,1,96.61,97.97,36.94,,,-80
