wall_ts,node,hr,spo2,body_temp,env_temp,gas_ppm,rssi_master
1778033633.8849,1,,,36.93,,,-68
1778033634.393234,1,,,36.94,,,-67
1778033634.814173,1,,,36.94,,,-64
1778033635.320308,1,,,36.95,,,-66
